,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL,data_chart
113,"Cabeça Voando","Os Barões Da Pisadinha",105910,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol,2020-10-13
114,"Carreira Solo - Ao Vivo","Gusttavo Lima",105765,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN,2020-10-13
115,"Deixa (feat. Ana Gabriela)",Lagum,105612,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,2020-10-13
116,"Gorilla Roxo",Matuê,105486,https://open.spotify.com/track/0bV0LtjtZH76gD0ujPYS3n,2020-10-13
117,"Bebe e Vem Me Procurar","Raí Saia Rodada",103594,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq,2020-10-13
118,Señorita,"Shawn Mendes",103546,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-10-13
119,"Breaking Me",Topic,103161,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-10-13
120,"Céu de pipa","MC Marks",102381,https://open.spotify.com/track/2DQ09MyIaXu5F1ly4MEvDM,2020-10-13
121,"Savage Love (Laxed - Siren Beat)","Jawsh 685",102280,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020-10-13
122,"Put Your Records On","Ritt Momney",101484,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-10-13
123,"Break My Heart","Dua Lipa",101012,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-10-13
124,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",100583,https://open.spotify.com/track/2Ou6UYuUbNyqwXxRDSeFRf,2020-10-13
125,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",100087,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB,2020-10-13
126,"Textão - Ao Vivo","Zé Neto & Cristiano",99574,https://open.spotify.com/track/2uhBCMHwS3SATOHIgM2KPF,2020-10-13
127,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",99234,https://open.spotify.com/track/5iHJ6FB4iWVcaY7iDYJrJB,2020-10-13
128,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",99179,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF,2020-10-13
129,"Ouvi Dizer",Melim,98981,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2020-10-13
130,inesquecível,"GIULIA BE",98497,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh,2020-10-13
131,Heather,"Conan Gray",98185,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,2020-10-13
132,Hawái,Maluma,96707,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,2020-10-13
133,"On & On",Alok,96551,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat,2020-10-13
134,"Vergonha pra Midia","Salvador Da Rima",96283,https://open.spotify.com/track/5JsxHA8NttHWThpTCToK1J,2020-10-13
135,"Midnight Sky","Miley Cyrus",96055,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,2020-10-13
136,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",95817,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC,2020-10-13
137,"You Got It",Vedo,95369,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,2020-10-13
138,Wonder,"Shawn Mendes",94965,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb,2020-10-13
139,Perdição,L7NNON,94468,https://open.spotify.com/track/7FikD4RFpmSZIvoP3rRwsS,2020-10-13
140,Reincidente,"Felipe Araújo",94316,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8,2020-10-13
141,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",94108,https://open.spotify.com/track/1UA7l6cbAukGucRgAUVePo,2020-10-13
142,"Piece Of Your Heart - Alok Remix",MEDUZA,93976,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW,2020-10-13
143,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",93646,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5,2020-10-13
144,"Lose Control",MEDUZA,93366,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-10-13
145,"Um Pedido","Hungria Hip Hop",93290,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1,2020-10-13
146,"Tudo de bom",Pk,92792,https://open.spotify.com/track/3YqLyRFwjGuPBT7EHoyQH7,2020-10-13
147,"Pretty Savage",BLACKPINK,92349,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr,2020-10-13
148,"Laugh Now Cry Later (feat. Lil Durk)",Drake,91917,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,2020-10-13
149,"Revoada do Tubarão","MC Ryan SP",91529,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV,2020-10-13
150,"Rave Na Praia","MC Teteu",91124,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly,2020-10-13
151,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",90879,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI,2020-10-13
152,"Head & Heart (feat. MNEK)","Joel Corry",90528,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,2020-10-13
153,"Meu talismã",IZA,90484,https://open.spotify.com/track/5aayWOEE7u7bxZ3r7dwIrX,2020-10-13
154,"Xereca de Mel","Shevchenko e Elloco",90453,https://open.spotify.com/track/3csAhPJlNeCDnvuTdT8RQw,2020-10-13
155,"Pra Você Guardei O Amor","Nando Reis",90393,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv,2020-10-13
156,"Adore You","Harry Styles",90011,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020-10-13
157,Believer,"Imagine Dragons",89662,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2020-10-13
158,BALANÇA,"WC no Beat",89585,https://open.spotify.com/track/1neg4NArvpVL7AOWIBja6q,2020-10-13
159,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",89450,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg,2020-10-13
160,Uau!,"Costa Gold",87912,https://open.spotify.com/track/5jo4ocTfihMYTsq1Z4ze9h,2020-10-13
161,"A Casa É Sua","Casa Worship",87789,https://open.spotify.com/track/3h3fui1QXImL2zRcs9v2Lc,2020-10-13
162,"Tão Linda","Atitude 67",86960,https://open.spotify.com/track/59WWulo1LM0njpIkcduCMn,2020-10-13
163,"Poesia Acústica - Paris","Pineapple StormTv",86016,https://open.spotify.com/track/5JKaHAt4atuNoLqpyDgbyK,2020-10-13
164,"Hear Me Tonight",Alok,85809,https://open.spotify.com/track/0v8OKUrqZGoEbgEUXScRSQ,2020-10-13
165,Memories,"Maroon 5",85480,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-10-13
166,"Só Tem Eu","Zé Felipe",85410,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0,2020-10-13
167,Hb20,Tierry,85046,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ,2020-10-13
168,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",84798,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw,2020-10-13
169,"Mulher Cativante","MC Paulin da Capital",84079,https://open.spotify.com/track/0ItBgjbN1F82yX73rwTIg0,2020-10-13
170,"Vitória Chegou","Mc Lipi",83502,https://open.spotify.com/track/541XTa1azDkMp2cFsM1Hcw,2020-10-13
171,Gelo,Melim,83048,https://open.spotify.com/track/2DsZ6pXK1AG6emFugTeYW3,2020-10-13
172,"Don't Say Goodbye (feat. Tove Lo)",Alok,83032,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq,2020-10-13
173,goosebumps,"Travis Scott",82903,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2020-10-13
174,"Tá com o Papato (feat. BIN)",Papatinho,82074,https://open.spotify.com/track/5eT9vs7mv4Y4HrBWcP6abV,2020-10-13
175,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",81502,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA,2020-10-13
176,"Só Gratidão","Mc Lipi",81410,https://open.spotify.com/track/3HCvks6mkO22FzhieKHI30,2020-10-13
177,"Se Ferrou","MC Kevinho",81216,https://open.spotify.com/track/4c21Aq5C8YMDBQWt9bjYBF,2020-10-13
178,"Pisadinha - Ao Vivo","Diego & Victor Hugo",81121,https://open.spotify.com/track/36P6ptTyxOggYgR2aoZiAl,2020-10-13
179,"Toosie Slide",Drake,81090,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,2020-10-13
180,"Deixa Tudo Como Tá - Ao Vivo",Thiaguinho,80980,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r,2020-10-13
181,"Sou Vitorioso","Mc Lele JP",80520,https://open.spotify.com/track/37hCsK2djczyRGWMjqzbxD,2020-10-13
182,"POPSTAR (feat. Drake)","DJ Khaled",80503,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,2020-10-13
183,"Dona de mim",IZA,80395,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN,2020-10-13
184,"Lençol Dobrado","João Gustavo e Murilo",80270,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY,2020-10-13
185,"O Matuto Se Apaixonou","Os Barões Da Pisadinha",79907,https://open.spotify.com/track/09KUam5nfzNEXSSV9zWiT9,2020-10-13
186,"Vem Me Satisfazer","MC Ingryd",79664,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY,2020-10-13
187,"I Don't Care (with Justin Bieber)","Ed Sheeran",79525,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2020-10-13
188,"Fatalmente / Separação / Temporal - Ao Vivo","Grupo Menos É Mais",79229,https://open.spotify.com/track/0mpqoslgBvHcnbNZhK8wBO,2020-10-13
189,"Shape of You","Ed Sheeran",78532,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2020-10-13
190,Cabaré,"Dj Guuga",78496,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D,2020-10-13
191,"Te gusta","MC Kevinho",78462,https://open.spotify.com/track/0h5iRD8nlDtcn4rwbZzNgg,2020-10-13
192,"Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar - Ao Vivo","Grupo Menos É Mais",78181,https://open.spotify.com/track/3COVZV6VRP4sdXiWTB1XTM,2020-10-13
193,"Ta Apaixonado Babaca","Dj Guuga",77795,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg,2020-10-13
194,"What You Know Bout Love","Pop Smoke",77745,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020-10-13
195,"Tempo Perdido","Legião Urbana",77613,https://open.spotify.com/track/7MnT7msJZg3XBAS0OTfGrB,2020-10-13
196,"Cupido Fdp 2","MC Rick",77053,https://open.spotify.com/track/1D4Jo67A2x8qvAUKu2S12y,2020-10-13
197,"Tiro Certo - Ao Vivo","Zé Felipe",76692,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk,2020-10-13
198,Brisa,IZA,76267,https://open.spotify.com/track/5rNNZ6fVYxkhwqUfImVhU1,2020-10-13
199,"Tijolão - Ao Vivo","Jorge & Mateus",75805,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7,2020-10-13
200,"Sweater Weather","The Neighbourhood",75773,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,2020-10-13
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",550261,https://open.spotify.com/track/71FrGl0XcpL3VId65tB5mg,2020-10-14
2,"Investe Em Mim","Jonas Esticado",544723,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,2020-10-14
3,"Oh Juliana",Niack,490827,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,2020-10-14
4,"Só Você","MC Rogerinho",471900,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o,2020-10-14
5,"Me Gusta (with Cardi B & Myke Towers)",Anitta,423584,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,2020-10-14
6,"Café e Amor - Ao Vivo","Gusttavo Lima",418503,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA,2020-10-14
7,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",400904,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ,2020-10-14
8,"Quero Você do Jeito Que Quiser","Marília Mendonça",393542,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI,2020-10-14
9,"Figurinha - Ao Vivo","Douglas & Vinicius",359435,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE,2020-10-14
10,"Comprei um Lança","Mc Jacaré",356622,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ,2020-10-14
11,"Sogra - Ao Vivo",Dilsinho,350450,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi,2020-10-14
12,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",346466,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk,2020-10-14
13,"Tá Rocheda","Os Barões Da Pisadinha",343008,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK,2020-10-14
14,"Vai Ter Que Aguentar","Mc Don Juan",335069,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2,2020-10-14
15,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",334806,https://open.spotify.com/track/3AV1KI22k1jGMz792lDrj1,2020-10-14
16,"Máquina do Tempo",Matuê,327317,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8,2020-10-14
17,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",321859,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0,2020-10-14
18,Ranking,"Jorge & Mateus",317767,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS,2020-10-14
19,"Desce Pro Play (PA PA PA)","Mc Zaac",312151,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,2020-10-14
20,"Volta por Baixo - Ao Vivo","Henrique & Juliano",311905,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul,2020-10-14
21,"Nem Doeu - Ao Vivo","Matheus & Kauan",310616,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl,2020-10-14
22,"WAP (feat. Megan Thee Stallion)","Cardi B",300791,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020-10-14
23,"Cidade Inteira","Eric Land",285211,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF,2020-10-14
24,777-666,Matuê,282700,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn,2020-10-14
25,TOMA,"Luísa Sonza",277002,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg,2020-10-14
26,"Não Vai Embora",Dilsinho,271465,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd,2020-10-14
27,"Watermelon Sugar","Harry Styles",271006,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-10-14
28,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",266133,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59,2020-10-14
29,"Deus é por nós","MC Marks",263460,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ,2020-10-14
30,"Briga Feia - Ao Vivo","Henrique & Juliano",263384,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk,2020-10-14
31,"se essa vida fosse um filme","GIULIA BE",260408,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0,2020-10-14
32,"Amor e Fé - Acústico","Hungria Hip Hop",256920,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7,2020-10-14
33,"Na Raba Toma Tapão",Niack,249348,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe,2020-10-14
34,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",245307,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs,2020-10-14
35,"Litrão - Ao Vivo Em Recife / 2020","Matheus & Kauan",244299,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh,2020-10-14
36,"S de Saudade","Luíza & Maurílio",244151,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL,2020-10-14
37,"Desejando Eu (Ao Vivo)","Murilo Huff",242766,https://open.spotify.com/track/3056x1XkmICnQmji68rrft,2020-10-14
38,"Blinding Lights","The Weeknd",242244,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-10-14
39,"Deve ser horrível dormir sem mim","Manu Gavassi",234267,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j,2020-10-14
40,"Viva Voz - Ao Vivo Em São Paulo / 2019","Lauana Prado",228600,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj,2020-10-14
41,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",225729,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,2020-10-14
42,Flores,Vitão,220801,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl,2020-10-14
43,"Tudo Aconteceu","MC Du Black",217368,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo,2020-10-14
44,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",217094,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI,2020-10-14
45,"Não Valeu","Wesley Safadão",216219,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud,2020-10-14
46,"Te Prometo",DENNIS,212369,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN,2020-10-14
47,Talarica,"Rennan da Penha",206052,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2,2020-10-14
48,"Graveto - Ao Vivo","Marília Mendonça",205275,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o,2020-10-14
49,"menina solta","GIULIA BE",201449,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,2020-10-14
50,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",200872,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO,2020-10-14
51,"Libera Ela - Ao Vivo","Maiara & Maraisa",197606,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql,2020-10-14
52,"Don't Start Now","Dua Lipa",188390,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-10-14
53,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",187020,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-10-14
54,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)","DJ Matt D",186932,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb,2020-10-14
55,Dynamite,BTS,184405,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,2020-10-14
56,"Pipa Voada (feat. Emicida)",Rashid,183789,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi,2020-10-14
57,BRABA,"Luísa Sonza",183028,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,2020-10-14
58,"Despedida - Ao Vivo","Wesley Safadão",181089,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg,2020-10-14
59,"Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix","Dj W-Beatz",178074,https://open.spotify.com/track/59CnMc5PR9GdDFEVOpHSg9,2020-10-14
60,"Saudade Sua","Gusttavo Lima",174345,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi,2020-10-14
61,"Roses - Imanbek Remix","SAINt JHN",172873,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,2020-10-14
62,"Manda Áudio","Di Propósito",170000,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84,2020-10-14
63,"Cheirosa - Ao Vivo","Jorge & Mateus",167957,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,2020-10-14
64,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",164624,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,2020-10-14
65,"Romance Desapegado","Japinha Conde",163101,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4,2020-10-14
66,"E Nós Tem um Charme Que É da Hora","Mc Dricka",162028,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS,2020-10-14
67,"É Sal",Matuê,157818,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5,2020-10-14
68,"Mood (feat. iann dior)",24kGoldn,154347,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-10-14
69,"Amor de Fim de Noite",Orochi,153014,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J,2020-10-14
70,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",150952,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H,2020-10-14
71,"Marília Mendonça",BIN,147559,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF,2020-10-14
72,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",143774,https://open.spotify.com/track/23zmMwD99ROi9yhxqMxWil,2020-10-14
73,"Dance Monkey","Tones And I",140450,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-10-14
74,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",137456,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc,2020-10-14
75,"Ice Cream (with Selena Gomez)",BLACKPINK,137192,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,2020-10-14
76,Rita,Tierry,136482,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-10-14
77,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",136268,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0,2020-10-14
78,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",135908,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX,2020-10-14
79,Avançada,"MC Kevinho",133590,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1,2020-10-14
80,"Então Toma - Ao Vivo","Matheus & Kauan",132844,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j,2020-10-14
81,"Kenny G",Matuê,131638,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW,2020-10-14
82,"Hoje É Rave","Bárbara Labres",131327,https://open.spotify.com/track/2CBpRE0A922XhWLSI8AT9O,2020-10-14
83,"Pode Sumir","Luíza & Maurílio",130411,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA,2020-10-14
84,Cogulândia,Matuê,129304,https://open.spotify.com/track/5T6mY3sQbvVfLnertXdoST,2020-10-14
85,"Cuidado Que Eu Te Supero","Yasmin Santos",124447,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz,2020-10-14
86,"How You Like That",BLACKPINK,124190,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,2020-10-14
87,"Eu Feat. Você",Melim,124055,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui,2020-10-14
88,"Mentira - Ao Vivo","Felipe Araújo",123652,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1,2020-10-14
89,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",122505,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe,2020-10-14
90,"Someone You Loved","Lewis Capaldi",122226,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-10-14
91,Antes,Matuê,120806,https://open.spotify.com/track/2XymTaHTrQWDEuSyhfZvqF,2020-10-14
92,"3 Batidas - Ao Vivo","Guilherme & Benuto",120220,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,2020-10-14
93,"Lovesick Girls",BLACKPINK,120166,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,2020-10-14
94,"Vira Homem","Marília Mendonça",120055,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ,2020-10-14
95,"Supera - Ao Vivo","Marília Mendonça",119902,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,2020-10-14
96,"Party On My Own (feat. FAULHABER)",Alok,118960,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl,2020-10-14
97,"(não) era amor","GIULIA BE",118866,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi,2020-10-14
98,Pupila,ANAVITÓRIA,117690,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,2020-10-14
99,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,116617,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020-10-14
100,Girassol,"Priscilla Alcantara",116492,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj,2020-10-14
101,"Meu Abrigo",Melim,115343,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,2020-10-14
102,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",114986,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,2020-10-14
103,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",114687,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,2020-10-14
104,"Rain On Me (with Ariana Grande)","Lady Gaga",112309,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,2020-10-14
105,"Só Você","Leo Santana",112201,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq,2020-10-14
106,"Como Se Tá Maravilhosa","Mc Lipi",110690,https://open.spotify.com/track/0eLCuW89pb6I3BC0NMGHFW,2020-10-14
107,"Holy (feat. Chance The Rapper)","Justin Bieber",110583,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020-10-14
108,"Carreira Solo - Ao Vivo","Gusttavo Lima",110336,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN,2020-10-14
109,SENTADÃO,"PEDRO SAMPAIO",110068,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A,2020-10-14
