,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
199,"Eu Já Peguei Coisa Pior",Tierry,85491,https://open.spotify.com/track/17axpBLThItACKLQGaJbyf,2020-11-01
200,"Frieza (Ao Vivo)","Murilo Huff",85037,https://open.spotify.com/track/5rM3D9t7d7DlcsDe9RIB3b,2020-11-01
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",819162,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP,2020-11-02
2,"Investe Em Mim","Jonas Esticado",719093,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,2020-11-02
3,"Figurinha - Ao Vivo","Douglas & Vinicius",577335,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE,2020-11-02
4,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",542969,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ,2020-11-02
5,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",537415,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4,2020-11-02
6,"Oh Juliana",Niack,523773,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,2020-11-02
7,"Cidade Inteira","Eric Land",515195,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF,2020-11-02
8,"Só Você","MC Rogerinho",508144,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o,2020-11-02
9,"Quero Você do Jeito Que Quiser","Marília Mendonça",481129,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI,2020-11-02
10,"Sogra - Ao Vivo",Dilsinho,458779,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi,2020-11-02
11,"Tá Rocheda","Os Barões Da Pisadinha",458359,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK,2020-11-02
12,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",437580,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0,2020-11-02
13,"Nem Doeu - Ao Vivo","Matheus & Kauan",431911,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl,2020-11-02
14,Rita,Tierry,418527,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-11-02
15,"Volta por Baixo - Ao Vivo","Henrique & Juliano",410582,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul,2020-11-02
16,"Alô Ex-Amor - Ao Vivo","João Bosco e Gabriel",407412,https://open.spotify.com/track/2QCwoYDn4DRfjs4NhW2KpO,2020-11-02
17,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",395962,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs,2020-11-02
18,"Comprei um Lança","Mc Jacaré",392386,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ,2020-11-02
19,Ranking,"Jorge & Mateus",368993,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS,2020-11-02
20,"Vai Ter Que Aguentar","Mc Don Juan",357436,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2,2020-11-02
21,"Desejando Eu (Ao Vivo)","Murilo Huff",355118,https://open.spotify.com/track/3056x1XkmICnQmji68rrft,2020-11-02
22,"Só Tem Eu","Zé Felipe",353319,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0,2020-11-02
23,"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",347987,https://open.spotify.com/track/2ptHQBO7TQhEkXOeK9ST59,2020-11-02
24,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",339454,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H,2020-11-02
25,"Não Valeu","Wesley Safadão",334110,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud,2020-11-02
26,"Me Gusta (with Cardi B & Myke Towers)",Anitta,333064,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,2020-11-02
27,"Briga Feia - Ao Vivo","Henrique & Juliano",322231,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk,2020-11-02
28,"Viva Voz - Ao Vivo Em São Paulo / 2019","Lauana Prado",321323,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj,2020-11-02
29,"Litrão - Ao Vivo Em Recife / 2020","Matheus & Kauan",312483,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh,2020-11-02
30,positions,"Ariana Grande",306050,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,2020-11-02
31,"Amor e Fé - Acústico","Hungria Hip Hop",305621,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7,2020-11-02
32,"Café e Amor - Ao Vivo","Gusttavo Lima",303217,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA,2020-11-02
33,"Desce Pro Play (PA PA PA)","Mc Zaac",299410,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,2020-11-02
34,"S de Saudade","Luíza & Maurílio",298458,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL,2020-11-02
35,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",293652,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk,2020-11-02
36,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",278497,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI,2020-11-02
37,"Despedida - Ao Vivo","Wesley Safadão",277327,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg,2020-11-02
38,"Na Raba Toma Tapão",Niack,273198,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe,2020-11-02
39,"Graveto - Ao Vivo","Marília Mendonça",258863,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o,2020-11-02
40,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",256501,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc,2020-11-02
41,"Deus é por nós","MC Marks",252851,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ,2020-11-02
42,"Máquina do Tempo",Matuê,252383,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8,2020-11-02
43,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",250470,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,2020-11-02
44,"Libera Ela - Ao Vivo","Maiara & Maraisa",245068,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql,2020-11-02
45,"Watermelon Sugar","Harry Styles",244636,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-11-02
46,"Romance Desapegado","Japinha Conde",243852,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4,2020-11-02
47,TOMA,"Luísa Sonza",232359,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg,2020-11-02
48,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",231151,https://open.spotify.com/track/23zmMwD99ROi9yhxqMxWil,2020-11-02
49,Talarica,"Rennan da Penha",220785,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2,2020-11-02
50,"WAP (feat. Megan Thee Stallion)","Cardi B",214810,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020-11-02
51,"se essa vida fosse um filme","GIULIA BE",212928,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0,2020-11-02
52,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",209568,https://open.spotify.com/track/6Teco2qa7OBfa7mjaMYSbO,2020-11-02
53,"Cheirosa - Ao Vivo","Jorge & Mateus",207286,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,2020-11-02
54,"Blinding Lights","The Weeknd",204820,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-11-02
55,"Pode Sumir","Luíza & Maurílio",202945,https://open.spotify.com/track/5OzvtpasMB3aPWpfVr0PsA,2020-11-02
56,"Não Vai Embora",Dilsinho,201209,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd,2020-11-02
57,"Manda Áudio","Di Propósito",197638,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84,2020-11-02
58,"Te Prometo",DENNIS,193987,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN,2020-11-02
59,"Tudo Aconteceu","MC Du Black",193010,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo,2020-11-02
60,"Facas - Ao Vivo","Diego & Victor Hugo",192174,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa,2020-11-02
61,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)","DJ Matt D",189672,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb,2020-11-02
62,"Tudo que Eu Queria - Ao Vivo","Gusttavo Lima",187280,https://open.spotify.com/track/4VfG3ntsNSyNr7lPZZyvTE,2020-11-02
63,777-666,Matuê,186634,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn,2020-11-02
64,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",181916,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0,2020-11-02
65,"Marília Mendonça",BIN,181530,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF,2020-11-02
66,"Saudade Sua","Gusttavo Lima",181300,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi,2020-11-02
67,"menina solta","GIULIA BE",170173,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,2020-11-02
68,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",169869,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-11-02
69,"Pipa Voada (feat. Emicida)",Rashid,167910,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi,2020-11-02
70,"3 Batidas - Ao Vivo","Guilherme & Benuto",166411,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,2020-11-02
71,Avançada,"MC Kevinho",163440,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1,2020-11-02
72,"Mentira - Ao Vivo","Felipe Araújo",162738,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1,2020-11-02
73,"Deve ser horrível dormir sem mim","Manu Gavassi",162509,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j,2020-11-02
74,BRABA,"Luísa Sonza",161381,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,2020-11-02
75,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",159293,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA,2020-11-02
76,"Seu Beijo Joga Sujo","Avine Vinny",155570,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV,2020-11-02
77,"Então Toma - Ao Vivo","Matheus & Kauan",155049,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j,2020-11-02
78,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",154019,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe,2020-11-02
79,Letícia,"Zé Vaqueiro",152707,https://open.spotify.com/track/6hMgrcA1OpqYBDPyzYcosI,2020-11-02
80,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",151135,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX,2020-11-02
81,"Cabeça Voando","Os Barões Da Pisadinha",151128,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol,2020-11-02
82,"Don't Start Now","Dua Lipa",149581,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-11-02
83,"Só Você","Leo Santana",149381,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq,2020-11-02
84,"Mood (feat. iann dior)",24kGoldn,146052,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-11-02
85,"Cuidado Que Eu Te Supero","Yasmin Santos",144642,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz,2020-11-02
86,"Roses - Imanbek Remix","SAINt JHN",144552,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,2020-11-02
87,"E Nós Tem um Charme Que É da Hora","Mc Dricka",143090,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS,2020-11-02
88,"Supera - Ao Vivo","Marília Mendonça",142647,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,2020-11-02
89,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",141935,https://open.spotify.com/track/39d68jIHbCiFdXWI6jmALW,2020-11-02
90,Flores,Vitão,141325,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl,2020-11-02
91,"Vira Homem","Marília Mendonça",140491,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ,2020-11-02
92,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",139821,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,2020-11-02
93,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",139808,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe,2020-11-02
94,"Século 21","Leo Santana",139232,https://open.spotify.com/track/7jiGFTWeO3MmMN9dpHRjUZ,2020-11-02
95,Dynamite,BTS,137629,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,2020-11-02
96,"Ta Com Saudade Quer TBT ?","Mc Talibã",134870,https://open.spotify.com/track/4i1U2ZQJdVCAczbiwsXf3H,2020-11-02
97,"Como Se Tá Maravilhosa","Mc Lipi",133928,https://open.spotify.com/track/0eLCuW89pb6I3BC0NMGHFW,2020-11-02
98,"Senta Concentrada (feat. MC WS)","MC Mari",133257,https://open.spotify.com/track/62tcTmWpOcqFfZNWrheU1T,2020-11-02
99,"Vai Lá","Wesley Safadão",131663,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263,2020-11-02
100,"Textão - Ao Vivo","Zé Neto & Cristiano",131159,https://open.spotify.com/track/2uhBCMHwS3SATOHIgM2KPF,2020-11-02
101,Cabaré,"Dj Guuga",129630,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D,2020-11-02
102,"Party On My Own (feat. FAULHABER)",Alok,129273,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl,2020-11-02
103,"Bebe e Vem Me Procurar","Raí Saia Rodada",129022,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq,2020-11-02
104,"Você Nem É Tudo Isso","Marília Mendonça",128333,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq,2020-11-02
105,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",128180,https://open.spotify.com/track/2Ou6UYuUbNyqwXxRDSeFRf,2020-11-02
106,"Dance Monkey","Tones And I",127859,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-11-02
107,34+35,"Ariana Grande",126539,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,2020-11-02
108,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",126305,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB,2020-11-02
109,"Amor de Fim de Noite",Orochi,125004,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J,2020-11-02
110,"Ta Apaixonado Babaca","Dj Guuga",124774,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg,2020-11-02
111,"Eu Tenho Medo","Zé Vaqueiro",124023,https://open.spotify.com/track/2bWkoJEjcPiBKnKqvTJ25D,2020-11-02
112,Confidencial,"Wesley Safadão",120206,https://open.spotify.com/track/7Kb4TOsH22ZLrBkZx1p0SZ,2020-11-02
113,"Fala Comigo Bebê - Ao Vivo","Os Barões Da Pisadinha",119945,https://open.spotify.com/track/1dHfCJMj1eJMFcKF7VzqR5,2020-11-02
114,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",119778,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5,2020-11-02
115,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",119725,https://open.spotify.com/track/3HXLUh9lzSrSLvrvLk2LjC,2020-11-02
116,Reincidente,"Felipe Araújo",117366,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8,2020-11-02
117,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",117088,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw,2020-11-02
118,"Meu Lado da História",Nandx710,115064,https://open.spotify.com/track/08LiZsFrLkWYtd20jeqWLh,2020-11-02
119,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",114793,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg,2020-11-02
120,"Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar - Ao Vivo","Grupo Menos É Mais",113702,https://open.spotify.com/track/3COVZV6VRP4sdXiWTB1XTM,2020-11-02
121,"Don't Say Goodbye (feat. Tove Lo)",Alok,113316,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq,2020-11-02
122,SENTADÃO,"PEDRO SAMPAIO",112886,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A,2020-11-02
123,Hb20,Tierry,112178,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ,2020-11-02
124,"Revoada do Tubarão","MC Ryan SP",111807,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV,2020-11-02
125,"Kenny G",Matuê,110923,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW,2020-11-02
126,"Hoje É Rave","Bárbara Labres",110318,https://open.spotify.com/track/2CBpRE0A922XhWLSI8AT9O,2020-11-02
127,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",110267,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI,2020-11-02
128,"Meu Abrigo",Melim,108741,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,2020-11-02
129,"O Matuto Se Apaixonou","Os Barões Da Pisadinha",108297,https://open.spotify.com/track/09KUam5nfzNEXSSV9zWiT9,2020-11-02
130,"É Sal",Matuê,108135,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5,2020-11-02
131,"Rave Balança E Bafora",Ventura,108014,https://open.spotify.com/track/7tswnwncDD0zJ1JpFf13Gl,2020-11-02
132,MORE,K/DA,106223,https://open.spotify.com/track/6juLaduD4STCUDWT0AYun4,2020-11-02
133,"motive (with Doja Cat)","Ariana Grande",106105,https://open.spotify.com/track/5GkQIP5mWPi4KZLLXeuFTT,2020-11-02
134,"Pisadinha - Ao Vivo","Diego & Victor Hugo",105845,https://open.spotify.com/track/36P6ptTyxOggYgR2aoZiAl,2020-11-02
135,"Someone You Loved","Lewis Capaldi",105065,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-11-02
136,"Carreira Solo - Ao Vivo","Gusttavo Lima",104909,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN,2020-11-02
137,"Agora Eu Pego Mesmo","Os Barões Da Pisadinha",103483,https://open.spotify.com/track/6OsMu5ntYteQzcCrZVWA33,2020-11-02
138,"Bebê Vem Me Procurar","Os Barões Da Pisadinha",102377,https://open.spotify.com/track/4nyQshn0cfaRvvnu02Wcqn,2020-11-02
139,inesquecível,"GIULIA BE",102007,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh,2020-11-02
140,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",101938,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf,2020-11-02
141,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",101061,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF,2020-11-02
142,Pupila,ANAVITÓRIA,100226,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,2020-11-02
143,"Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo","Yasmin Santos",99616,https://open.spotify.com/track/3ZROq16fQ1o2dWEGkHPHkJ,2020-11-02
144,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",99047,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,2020-11-02
145,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",98761,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,2020-11-02
146,"Rave Na Praia","MC Teteu",98503,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly,2020-11-02
147,"Fatalmente / Separação / Temporal - Ao Vivo","Grupo Menos É Mais",98364,https://open.spotify.com/track/0mpqoslgBvHcnbNZhK8wBO,2020-11-02
148,"Eu Feat. Você",Melim,98324,https://open.spotify.com/track/2PaOWQIEkSFkmONCv1Vgui,2020-11-02
149,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,97516,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020-11-02
150,"Deixa Tudo Como Tá - Ao Vivo",Thiaguinho,96704,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r,2020-11-02
151,"Quem me Colocou pra Beber - Ao Vivo","Os Barões Da Pisadinha",95513,https://open.spotify.com/track/5gxafAUHcggnZd6Vn4csDS,2020-11-02
152,"How You Like That",BLACKPINK,94582,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,2020-11-02
153,Recaída,"Grupo Menos É Mais",94557,https://open.spotify.com/track/49rtHPYe4eny7j1sbDrm8j,2020-11-02
154,"Erro Antigo - Ao Vivo","Diego & Victor Hugo",93789,https://open.spotify.com/track/7qpXCkcr3Zj4LDvdiWryns,2020-11-02
155,"Deixa (feat. Ana Gabriela)",Lagum,93281,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,2020-11-02
156,"(não) era amor","GIULIA BE",93173,https://open.spotify.com/track/7DmZMqXYgQ1oI3z3bGUEbi,2020-11-02
157,Nêga,"Tarcísio do Acordeon",92359,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP,2020-11-02
158,"Vai Me Dando Corda - Ao Vivo","Grupo Menos É Mais",92181,https://open.spotify.com/track/77ZVVjhuCtA1SF8hZYaDAF,2020-11-02
159,"Ouvi Dizer",Melim,91840,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2020-11-02
160,"Tempo Perdido","Legião Urbana",91525,https://open.spotify.com/track/7MnT7msJZg3XBAS0OTfGrB,2020-11-02
161,"Ice Cream (with Selena Gomez)",BLACKPINK,91284,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,2020-11-02
162,Amoreco,"Simone & Simaria",91080,https://open.spotify.com/track/32qETd0e2eKMs2BiMocPc0,2020-11-02
163,Morena,"MC Paulin da Capital",90822,https://open.spotify.com/track/2W0VenqvlMW4c65YsxT5zu,2020-11-02
164,"Amor de Rapariga","Raí Saia Rodada",90769,https://open.spotify.com/track/1FM9CNCjobC3LSNEEKuPkd,2020-11-02
165,"Tijolão - Ao Vivo","Jorge & Mateus",90202,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7,2020-11-02
166,"Xereca de Mel","Shevchenko e Elloco",89781,https://open.spotify.com/track/3csAhPJlNeCDnvuTdT8RQw,2020-11-02
167,Señorita,"Shawn Mendes",89178,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-11-02
168,"Holy (feat. Chance The Rapper)","Justin Bieber",89098,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020-11-02
169,"Put Your Records On","Ritt Momney",88513,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-11-02
170,Uau!,"Costa Gold",88006,https://open.spotify.com/track/5jo4ocTfihMYTsq1Z4ze9h,2020-11-02
171,"Já Que Me Ensinou a Beber","Os Barões Da Pisadinha",87712,https://open.spotify.com/track/2zv8VuCCLdcSIefH3BOeuu,2020-11-02
172,"Um Pedido","Hungria Hip Hop",87631,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1,2020-11-02
173,"Savage Love (Laxed - Siren Beat)","Jawsh 685",87526,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020-11-02
174,"Lençol Dobrado","João Gustavo e Murilo",87519,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY,2020-11-02
175,Abstinência,"Yasmin Santos",87413,https://open.spotify.com/track/2PSfQTEMmWg1co7MoDMKNb,2020-11-02
176,Cracudo,Tierry,87308,https://open.spotify.com/track/456nQoGd4zPrJtfeugR221,2020-11-02
177,Golden,"Harry Styles",86230,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,2020-11-02
178,"Galera do Interior (feat. Luan Estilizado) - Ao Vivo","Os Barões Da Pisadinha",86154,https://open.spotify.com/track/13RXITECLKVELnwbZ2iclf,2020-11-02
179,"Piece Of Your Heart - Alok Remix",MEDUZA,85659,https://open.spotify.com/track/6iW38RGqdDGOofmz2HeXLW,2020-11-02
180,"On & On",Alok,85456,https://open.spotify.com/track/7sYAS4CpbV90oSemgaEQat,2020-11-02
181,Believer,"Imagine Dragons",84819,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2020-11-02
182,"Festa na Roça - Ao Vivo","Os Barões Da Pisadinha",84741,https://open.spotify.com/track/2Zrcs0ePEBsZhsD6fm5yT1,2020-11-02
183,"Quase uma Semana",BIN,84351,https://open.spotify.com/track/4a5YIaK7qFu6T63GeYx1Ih,2020-11-02
184,"Break My Heart","Dua Lipa",84220,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-11-02
185,"Lonely (with benny blanco)","Justin Bieber",84095,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,2020-11-02
186,"Breaking Me",Topic,83998,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-11-02
187,"SET DJ GM 2.0","MC Paulin da Capital",83886,https://open.spotify.com/track/38BuaDkieTqCDqaawXsf78,2020-11-02
188,"Rain On Me (with Ariana Grande)","Lady Gaga",83747,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,2020-11-02
189,BALANÇA,"WC no Beat",83698,https://open.spotify.com/track/1neg4NArvpVL7AOWIBja6q,2020-11-02
190,"Pra Você Guardei O Amor","Nando Reis",83230,https://open.spotify.com/track/1EQ8sBQ7Abv9DvNBzhXAcv,2020-11-02
