,Position,"Track Name",Artist,Streams,URL,data_chart
19,"Sogra - Ao Vivo",Dilsinho,413712,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi,2020-12-06
20,Letícia,"Zé Vaqueiro",408958,https://open.spotify.com/track/2R1OgezGfBMeiAcMpJ1EkH,2020-12-06
21,"Amor da Despedida","Os Barões Da Pisadinha",391031,https://open.spotify.com/track/0WlmiIK5qFQ4dAB4mCA4sI,2020-12-06
22,"Nem Doeu - Ao Vivo","Matheus & Kauan",390726,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl,2020-12-06
23,"Rainha da Favela",LUDMILLA,384144,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu,2020-12-06
24,"Volta por Baixo - Ao Vivo","Henrique & Juliano",380853,https://open.spotify.com/track/6juD9PQwAPvuXYIAE2gjhO,2020-12-06
25,"Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Grupo Menos É Mais",360535,https://open.spotify.com/track/5r9CZJMoMmxio2AnJdxuDS,2020-12-06
26,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",350116,https://open.spotify.com/track/4KLvGldnzUZU4xdELyWBom,2020-12-06
27,"Amor e Fé - Acústico","Hungria Hip Hop",347413,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7,2020-12-06
28,"Espetinho - Ao Vivo","Gusttavo Lima",332518,https://open.spotify.com/track/1UF3sCkxXH4OE7ja83GRzj,2020-12-06
29,"Comprei um Lança","Mc Jacaré",332010,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ,2020-12-06
30,"Um Sabadão Desse Uma Lua Dessa","Mc Talibã",328927,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA,2020-12-06
31,"Desejando Eu (Ao Vivo)","Murilo Huff",321487,https://open.spotify.com/track/3056x1XkmICnQmji68rrft,2020-12-06
32,"Não Valeu","Wesley Safadão",315547,https://open.spotify.com/track/1GWUiFYLYEapxYHnASyOud,2020-12-06
33,"Briga Feia - Ao Vivo","Henrique & Juliano",313205,https://open.spotify.com/track/3Xuo5utyzk86BwlUHdTR2O,2020-12-06
34,"S de Saudade","Luíza & Maurílio",312065,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL,2020-12-06
35,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",296581,https://open.spotify.com/track/4Y0gR2tYML083T6b2vhJrn,2020-12-06
36,"Viva Voz - Ao Vivo Em São Paulo / 2019","Lauana Prado",295066,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj,2020-12-06
37,"Ele É Ele, Eu Sou Eu","Wesley Safadão",292920,https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw,2020-12-06
38,"Maçã Verde","MC Hariel",286660,https://open.spotify.com/track/7lJoRyuNJtuiqTcKtuMuIR,2020-12-06
39,"Vai Ter Que Aguentar","Mc Don Juan",278678,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2,2020-12-06
40,"Romance Desapegado","Japinha Conde",276670,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4,2020-12-06
41,"Não Vai Embora",Dilsinho,274960,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd,2020-12-06
42,Ranking,"Jorge & Mateus",274103,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS,2020-12-06
43,"Me Gusta (with Cardi B & Myke Towers)",Anitta,260776,https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,2020-12-06
44,"Graveto - Ao Vivo","Marília Mendonça",256000,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o,2020-12-06
45,"Litrão - Ao Vivo Em Recife / 2020","Matheus & Kauan",253944,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh,2020-12-06
46,"Poesia Acústica 10: Recomeçar","Pineapple StormTv",253598,https://open.spotify.com/track/4pwFy4YPNGMxK2P2FfQfvt,2020-12-06
47,"Desce Pro Play (PA PA PA)","Mc Zaac",250033,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,2020-12-06
48,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",248406,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk,2020-12-06
49,"Tudo Indica (feat. Jorge & Mateus) - Ao Vivo","Marcos & Belutti",240710,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc,2020-12-06
50,"Facas - Ao Vivo","Diego & Victor Hugo",238187,https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa,2020-12-06
51,"Despedida - Ao Vivo","Wesley Safadão",236813,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg,2020-12-06
52,"Blinding Lights","The Weeknd",235294,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-12-06
53,positions,"Ariana Grande",232018,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,2020-12-06
54,"Pode Sumir","Luíza & Maurílio",223182,https://open.spotify.com/track/7CDdyDigw7e3zFr3k7uKMY,2020-12-06
55,"Ele Não Tem","Jonas Esticado",219830,https://open.spotify.com/track/1JHvLQWHUoYuapwQikeDuD,2020-12-06
56,"É Problema","Matheus & Kauan",218467,https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF,2020-12-06
57,"Século 21","Leo Santana",215332,https://open.spotify.com/track/79Uf0vVa7HwWKSgdpTwtRm,2020-12-06
58,Nêga,"Tarcísio do Acordeon",209571,https://open.spotify.com/track/3S2iI46NmKyZsoxs2NByIP,2020-12-06
59,"Seu Beijo Joga Sujo","Avine Vinny",209079,https://open.spotify.com/track/2enk2whIgJyoe0O9HRQZJV,2020-12-06
60,"Café e Amor - Ao Vivo","Gusttavo Lima",208631,https://open.spotify.com/track/7benotyTvLY2vUsDKtxbiA,2020-12-06
61,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",206463,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,2020-12-06
62,"Máquina do Tempo",Matuê,206090,https://open.spotify.com/track/5oI9blwsXC8AkTWw6wASY8,2020-12-06
63,"Eu Tenho Medo","Zé Vaqueiro",204805,https://open.spotify.com/track/5TU6HG6Ltm7ZYr3r5dZjsA,2020-12-06
64,"Segunda Taça - Ao Vivo","João Bosco & Vinicius",203889,https://open.spotify.com/track/1WTJdd2atKxhUrbvUHjNDt,2020-12-06
65,777-666,Matuê,202514,https://open.spotify.com/track/3sGcETRMuAgcPgjDpIkgMn,2020-12-06
66,"Foi Pá Pum","Simone & Simaria",202308,https://open.spotify.com/track/6F7tttrdq7aUdxXVeo0nKp,2020-12-06
67,Deprê,"Marília Mendonça",201343,https://open.spotify.com/track/2BRGOqLBHFJclDM6PB2dnd,2020-12-06
68,"Watermelon Sugar","Harry Styles",197482,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-12-06
69,"Manda Áudio","Di Propósito",195765,https://open.spotify.com/track/0in6Rc29qdyOkhKyYw4A84,2020-12-06
70,Hackearam-Me,Tierry,195641,https://open.spotify.com/track/5NeBu4oKweDXIjhvYqtbLo,2020-12-06
71,"Libera Ela - Ao Vivo","Maiara & Maraisa",194018,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql,2020-12-06
72,"Deus é por nós","MC Marks",188437,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ,2020-12-06
73,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",183536,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1,2020-12-06
74,"Esses Vícios","Zé Neto & Cristiano",181019,https://open.spotify.com/track/2InUVOBY515umeuwdQtsQ4,2020-12-06
75,Talarica,"Rennan da Penha",176226,https://open.spotify.com/track/01mKvmXQLhr3MEoiAEAcP2,2020-12-06
76,"Cabeça Voando","Os Barões Da Pisadinha",172788,https://open.spotify.com/track/6wDzwmywQ2X8O0FN1IQGol,2020-12-06
77,"se essa vida fosse um filme","GIULIA BE",172731,https://open.spotify.com/track/0hDphSo7vI7gCjEPpD6gu0,2020-12-06
78,Bandida,"Pabllo Vittar",172681,https://open.spotify.com/track/2VFTgZwiAdrADSLrUNHWt9,2020-12-06
79,TOMA,"Luísa Sonza",170946,https://open.spotify.com/track/7pDcS0EVMJR0YwjXmHcCRg,2020-12-06
80,"Cheirosa - Ao Vivo","Jorge & Mateus",168061,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,2020-12-06
81,"Tudo Aconteceu","MC Du Black",166057,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo,2020-12-06
82,"Coração Na Cama - Ao Vivo","Hugo & Guilherme",165999,https://open.spotify.com/track/2nZj5YymF54qhAu7RneVP6,2020-12-06
83,"Don't Start Now","Dua Lipa",163294,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-12-06
84,"Casa de Praia - Ao Vivo","Os Barões Da Pisadinha",160706,https://open.spotify.com/track/6Teco2qa7OBfa7mjaMYSbO,2020-12-06
85,"menina solta","GIULIA BE",158237,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1,2020-12-06
86,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)","DJ Matt D",157905,https://open.spotify.com/track/4vDC52DnSqAjec5Vh5yJEb,2020-12-06
87,"Saudade Sua","Gusttavo Lima",157556,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi,2020-12-06
88,"Mentira - Ao Vivo","Felipe Araújo",155973,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1,2020-12-06
89,"Tá Faltando Eu","Luan Estilizado",155663,https://open.spotify.com/track/3gY2oyydautEwY7SsQeF4Q,2020-12-06
90,"Se Namorar Fosse Bom - Ao Vivo","Os Barões Da Pisadinha",153131,https://open.spotify.com/track/39d68jIHbCiFdXWI6jmALW,2020-12-06
91,"É Só Botada","MC Levin",152753,https://open.spotify.com/track/07c9lzwx1IIm101PnB4BZu,2020-12-06
92,Confidencial,"Wesley Safadão",151745,https://open.spotify.com/track/767WBxhrD8kRfJ4cYZQO9G,2020-12-06
93,"Declaração pro Bar - Ao Vivo","Guilherme & Benuto",149266,https://open.spotify.com/track/48CAeajgzcGJaVUSsXd7h0,2020-12-06
94,"WAP (feat. Megan Thee Stallion)","Cardi B",148693,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020-12-06
95,BRABA,"Luísa Sonza",148228,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,2020-12-06
96,"Set 2.0: Homenagem aos Relíquias","DJ Matt D",145171,https://open.spotify.com/track/566AZpR4FJErkhS3CmuaWu,2020-12-06
97,"Supera - Ao Vivo","Marília Mendonça",144759,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,2020-12-06
98,"Elas Gostam de Gasolina - Ao Vivo","Anderson & Vei da Pisadinha",141899,https://open.spotify.com/track/3tkEf7vw4zDBFAQxY1vdcv,2020-12-06
99,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",141575,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi,2020-12-06
100,"Senta Concentrada (feat. MC WS)","MC Mari",138505,https://open.spotify.com/track/62tcTmWpOcqFfZNWrheU1T,2020-12-06
101,"Então Toma - Ao Vivo","Matheus & Kauan",138082,https://open.spotify.com/track/5yaXBGNko8lmFSOvKWo99j,2020-12-06
102,"Faz a Pose","MC Teteu",136177,https://open.spotify.com/track/1sTVKLLFDfAfowsG4bRBN4,2020-12-06
103,"Bebe e Vem Me Procurar","Raí Saia Rodada",135525,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq,2020-12-06
104,"Marília Mendonça",BIN,133085,https://open.spotify.com/track/73uParILjIm5rcP0C2bpMF,2020-12-06
105,Hb20,Tierry,132965,https://open.spotify.com/track/4cjowWOdLUKomiRwhWpRXJ,2020-12-06
106,"Dance Monkey","Tones And I",132904,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-12-06
107,Avançada,"MC Kevinho",132118,https://open.spotify.com/track/1fWITNjgwmKEonjikQUaa1,2020-12-06
108,SENTADÃO,"PEDRO SAMPAIO",131882,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A,2020-12-06
109,"Senta no Fazendeiro","Mc Jacaré",131670,https://open.spotify.com/track/1wsL4Lgoo27ETnLt6svbnT,2020-12-06
110,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",130921,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX,2020-12-06
111,"Beijo das Galáxias","Eric Land",130080,https://open.spotify.com/track/4z1hlWTFVq9ftrcCxxvcwt,2020-12-06
112,"Meia Noite (Você tem meu Whatsapp)","Tarcísio do Acordeon",129819,https://open.spotify.com/track/6CYMyZFlIc2huSOAHbmxnm,2020-12-06
113,Cabaré,"Dj Guuga",129723,https://open.spotify.com/track/0N2cvvlyEw5NFc00E3FB0D,2020-12-06
114,"Prisoner (feat. Dua Lipa)","Miley Cyrus",129369,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B,2020-12-06
115,"Na Raba Toma Tapão",Niack,129150,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe,2020-12-06
116,"Deve ser horrível dormir sem mim","Manu Gavassi",128713,https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j,2020-12-06
117,"Cuidado Que Eu Te Supero","Yasmin Santos",128455,https://open.spotify.com/track/5J4tK2FbXQEeC0AsfFgwpz,2020-12-06
118,"Roses - Imanbek Remix","SAINt JHN",127871,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb,2020-12-06
119,"Uma Vida a Mais (Listen To Your Heart)","Marília Mendonça",127816,https://open.spotify.com/track/2hqRWWmbHT9CTc5a4a9NVe,2020-12-06
120,"Fala Comigo Bebê - Ao Vivo","Os Barões Da Pisadinha",126972,https://open.spotify.com/track/1dHfCJMj1eJMFcKF7VzqR5,2020-12-06
121,Separei,"MC WM",124958,https://open.spotify.com/track/16uUeKOV7m51Vlx9oUIEvE,2020-12-06
122,"Kenny G",Matuê,124286,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW,2020-12-06
123,"Eu vou tirar você do cabaré","Israell Muniz",124257,https://open.spotify.com/track/3yBOCItZQIjGV0PT5UJCeS,2020-12-06
124,"Meia Noite","Zé Vaqueiro",123144,https://open.spotify.com/track/2ylAocQwOgzelMbW9KJL56,2020-12-06
125,"Mood (feat. iann dior)",24kGoldn,122270,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-12-06
126,"Don't Say Goodbye (feat. Tove Lo)",Alok,119971,https://open.spotify.com/track/0GTPmh5G40joBg93vcSQNq,2020-12-06
127,Dynamite,BTS,119876,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc,2020-12-06
128,"Party On My Own (feat. FAULHABER)",Alok,119698,https://open.spotify.com/track/4c9Py6O1NeuYKbJ8Ok7mTl,2020-12-06
129,Inamorável,"Luíza & Maurílio",119661,https://open.spotify.com/track/1uBsUw1g6w3xjpO9HYfAqi,2020-12-06
130,"Tudo que Eu Queria - Ao Vivo","Gusttavo Lima",119650,https://open.spotify.com/track/4VfG3ntsNSyNr7lPZZyvTE,2020-12-06
131,"Amor de Fim de Noite",Orochi,119624,https://open.spotify.com/track/1Nmcs8zk7LfcvHRgLtTM5J,2020-12-06
132,"Pipa Voada (feat. Emicida)",Rashid,119448,https://open.spotify.com/track/3oqC4Ta40ft6NnTJwcUTdi,2020-12-06
133,"Se Eu Fosse Você - Ao Vivo","Henrique & Juliano",118627,https://open.spotify.com/track/6qFTfWG7Hz3q9HxRpNVJo1,2020-12-06
134,"É Sal",Matuê,118509,https://open.spotify.com/track/2c80HnIOPMmQQVQllQEWb5,2020-12-06
135,"E Nós Tem um Charme Que É da Hora","Mc Dricka",118074,https://open.spotify.com/track/4koUrXFuoId1b6wrMF3laS,2020-12-06
136,Flores,Vitão,116931,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl,2020-12-06
137,"Meu Abrigo",Melim,115949,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,2020-12-06
138,inesquecível,"GIULIA BE",115352,https://open.spotify.com/track/3bUDPTCStUeLcUgXgvepQh,2020-12-06
139,"Te Prometo",DENNIS,115025,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN,2020-12-06
140,"Vai Lá","Wesley Safadão",114983,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263,2020-12-06
141,"Você Nem É Tudo Isso","Marília Mendonça",114101,https://open.spotify.com/track/0zhnWntcmhChM7PXSWuNNq,2020-12-06
142,"Tô Torcendo - Ao Vivo","Gusttavo Lima",113886,https://open.spotify.com/track/74mtYZvn0rZm4EKrQwmOoX,2020-12-06
143,"Rave Na Praia","MC Teteu",112793,https://open.spotify.com/track/50YsV2XFugoMrqJK9Ttdly,2020-12-06
144,"Nem Guindaste","MC JottaPê",111641,https://open.spotify.com/track/7BImEFQe28sPY5AbIN2kqs,2020-12-06
145,"O Matuto Se Apaixonou","Os Barões Da Pisadinha",111203,https://open.spotify.com/track/09KUam5nfzNEXSSV9zWiT9,2020-12-06
146,"Therefore I Am","Billie Eilish",111070,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,2020-12-06
147,"Só Você","Leo Santana",110872,https://open.spotify.com/track/2cV8V9eV79HWJHD4jNQHqq,2020-12-06
148,"Poesia Acústica #6: Era uma Vez","Pineapple StormTv",110296,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,2020-12-06
149,"Ta Apaixonado Babaca","Dj Guuga",110127,https://open.spotify.com/track/7N3BrHFlnZbOs8lPGPg1gg,2020-12-06
150,"Agora Eu Pego Mesmo","Os Barões Da Pisadinha",109663,https://open.spotify.com/track/6OsMu5ntYteQzcCrZVWA33,2020-12-06
151,"Pot-Pourri: Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar / Deixa Acontecer - Ao Vivo","Grupo Menos É Mais",109577,https://open.spotify.com/track/03PztApOdNGJ1Cn9kDKRNr,2020-12-06
152,"Qual é a do amor (feat. Atitude 67) - Ao vivo","João Gustavo e Murilo",109371,https://open.spotify.com/track/3rfPuNpqMHQKXIPoEF5iFB,2020-12-06
153,"Amor de Rapariga","Raí Saia Rodada",109278,https://open.spotify.com/track/1FM9CNCjobC3LSNEEKuPkd,2020-12-06
154,"Sua Mãe Tá Nessa - Ao Vivo Em São Paulo / 2019","Lauana Prado",108780,https://open.spotify.com/track/5gijVJHyC1E4kt2j5Q3DEb,2020-12-06
155,"Bebê Vem Me Procurar","Os Barões Da Pisadinha",107897,https://open.spotify.com/track/4nyQshn0cfaRvvnu02Wcqn,2020-12-06
156,"Fatalmente / Separação / Temporal - Ao Vivo","Grupo Menos É Mais",106761,https://open.spotify.com/track/0mpqoslgBvHcnbNZhK8wBO,2020-12-06
157,"Tchau Brigado - Ao Vivo","Humberto & Ronaldo",105157,https://open.spotify.com/track/2TR917wkDeRvwTE5cSfZFf,2020-12-06
158,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",105072,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,2020-12-06
159,"Revoada do Tubarão","MC Ryan SP",104328,https://open.spotify.com/track/0C1cJj3ZNCS75sojrcMhZV,2020-12-06
160,"Lençol Dobrado","João Gustavo e Murilo",101685,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY,2020-12-06
161,34+35,"Ariana Grande",101457,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,2020-12-06
162,"Surra de Cama","Xand Avião",100512,https://open.spotify.com/track/7eFezDGsbmX3bawb3rmtAr,2020-12-06
163,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",100432,https://open.spotify.com/track/7gFY0xf385HM4iF4t43tN3,2020-12-06
164,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",99801,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF,2020-12-06
165,Recaída,"Grupo Menos É Mais",99714,https://open.spotify.com/track/6O5W6UpfkQnDfWKM32JcCW,2020-12-06
166,Escolhe,"João Gabriel",99131,https://open.spotify.com/track/72HFjOzjkXnOc37fAlmXNB,2020-12-06
167,Pupila,ANAVITÓRIA,97134,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,2020-12-06
168,"Someone You Loved","Lewis Capaldi",96970,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-12-06
169,"Vira Homem","Marília Mendonça",96945,https://open.spotify.com/track/0GrEqRHf5FioT1hOB8PBxZ,2020-12-06
170,"Pisadinha - Ao Vivo","Diego & Victor Hugo",96929,https://open.spotify.com/track/36P6ptTyxOggYgR2aoZiAl,2020-12-06
171,"Vai Me Dando Corda - Ao Vivo","Grupo Menos É Mais",95524,https://open.spotify.com/track/4rGZaAoBrEvfLGMDZapBKL,2020-12-06
172,Abstinência,"Yasmin Santos",95376,https://open.spotify.com/track/2PSfQTEMmWg1co7MoDMKNb,2020-12-06
173,"Tempo Perdido","Legião Urbana",95279,https://open.spotify.com/track/7MnT7msJZg3XBAS0OTfGrB,2020-12-06
174,"Quem me Colocou pra Beber - Ao Vivo","Os Barões Da Pisadinha",95032,https://open.spotify.com/track/5gxafAUHcggnZd6Vn4csDS,2020-12-06
175,"Último Beijo","Bruno & Marrone",94939,https://open.spotify.com/track/2pBEAodCImE4LgbKAG4bfz,2020-12-06
176,"3 Batidas - Ao Vivo","Guilherme & Benuto",94893,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,2020-12-06
177,Reincidente,"Felipe Araújo",94828,https://open.spotify.com/track/3XG1frltSxibGuYLPucxl8,2020-12-06
178,"Ela Aperta a Minha Mente","Xand Avião",94614,https://open.spotify.com/track/1T3hcBQRwacjWLuJJFt8co,2020-12-06
179,"Deixa (feat. Ana Gabriela)",Lagum,94367,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,2020-12-06
180,Tristinha,Ferrugem,93814,https://open.spotify.com/track/3gNhPpKri5wFDD3LbBp2LG,2020-12-06
181,"Um Pedido","Hungria Hip Hop",93775,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1,2020-12-06
182,"Tijolão - Ao Vivo","Jorge & Mateus",93091,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7,2020-12-06
183,Morena,"MC Paulin da Capital",92963,https://open.spotify.com/track/2W0VenqvlMW4c65YsxT5zu,2020-12-06
184,"Certo e Duvidoso (feat. Gaab) - Ao Vivo","Marcos & Belutti",91578,https://open.spotify.com/track/6TL6UYmqRVC5PuVQb0R1h5,2020-12-06
185,"Despedida De Casal","Gustavo Mioto",90349,https://open.spotify.com/track/0V4ZIBLOxq85pFQATKtItp,2020-12-06
186,"Festa na Roça - Ao Vivo","Os Barões Da Pisadinha",90248,https://open.spotify.com/track/2Zrcs0ePEBsZhsD6fm5yT1,2020-12-06
187,"Meu Lado da História",Nandx710,90092,https://open.spotify.com/track/08LiZsFrLkWYtd20jeqWLh,2020-12-06
188,"Ouvi Dizer",Melim,90082,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2020-12-06
189,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",90015,https://open.spotify.com/track/2Ou6UYuUbNyqwXxRDSeFRf,2020-12-06
190,"Ela Traiu","Forró do HF",89821,https://open.spotify.com/track/6ZxP0Bx7W4iG2DuODkZccs,2020-12-06
191,Cracudo,Tierry,89689,https://open.spotify.com/track/456nQoGd4zPrJtfeugR221,2020-12-06
192,"Já Que Me Ensinou a Beber","Os Barões Da Pisadinha",89688,https://open.spotify.com/track/2zv8VuCCLdcSIefH3BOeuu,2020-12-06
193,"Sentimento Seu Nenhum","DJ Lucas Beat",89507,https://open.spotify.com/track/74mDE76hPSE74NkqqJk4Ke,2020-12-06
194,"Deixa Tudo Como Tá - Ao Vivo",Thiaguinho,88449,https://open.spotify.com/track/0abrd2vT2W3JZBDNezUY7r,2020-12-06
195,"Os Mandrake Curte a Vida","MC Paulin da Capital",88080,https://open.spotify.com/track/5J1xChbEwiI3q371r7mDOg,2020-12-06
196,Confidencial,"Zé Vaqueiro",87215,https://open.spotify.com/track/4dz0GA2DCoP3ZTLrLMd351,2020-12-06
197,"Como Se Tá Maravilhosa","Mc Lipi",87129,https://open.spotify.com/track/0eLCuW89pb6I3BC0NMGHFW,2020-12-06
198,Adorei,"Grupo Menos É Mais",87062,https://open.spotify.com/track/6rfNbeEGCh8M5AAj879g0r,2020-12-06
199,Shallow,"Lady Gaga",86400,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2020-12-06
200,"Break My Heart","Dua Lipa",86301,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4O,2020-12-06
1,"Recairei - Ao Vivo","Os Barões Da Pisadinha",563636,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP,2020-12-07
2,"Amor ou o Litrão","Petter Ferraz",544265,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1,2020-12-07
3,"Ilusão (Cracolândia)","MC Hariel",496534,https://open.spotify.com/track/6WXglvTFRmjlHHhgjYMNif,2020-12-07
4,"Investe Em Mim","Jonas Esticado",481243,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,2020-12-07
5,"Lance Individual","Jorge & Mateus",432731,https://open.spotify.com/track/7GLWWrk1YlkPYqJK3ynIA0,2020-12-07
6,"Basta Você Me Ligar - Ao Vivo","Os Barões Da Pisadinha",427075,https://open.spotify.com/track/3rRin3LyLY92kpEbkCgwf4,2020-12-07
7,"Só Tem Eu","Zé Felipe",425353,https://open.spotify.com/track/1X0MaGErD8rcspqQs9s2m0,2020-12-07
8,"Alô Ambev (Segue Sua Vida) - Ao Vivo","Zé Neto & Cristiano",421961,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs,2020-12-07
9,"Figurinha - Ao Vivo","Douglas & Vinicius",379829,https://open.spotify.com/track/187Pge0WmJNoS73kaIORSE,2020-12-07
10,Rita,Tierry,365307,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-12-07
11,"Cidade Inteira","Eric Land",348321,https://open.spotify.com/track/7J3QMuDCSv56jRSiD9jFBF,2020-12-07
12,"Só Você","MC Rogerinho",338691,https://open.spotify.com/track/59kRq8rb5uJCrSYYbGCk7o,2020-12-07
13,"De Menina pra Mulher - Ao Vivo","Gusttavo Lima",335019,https://open.spotify.com/track/42P3wMiPfXQM93TYZotuPQ,2020-12-07
14,"Rainha da Favela",LUDMILLA,330167,https://open.spotify.com/track/3vu864xi5Xis9VfOsJpmXu,2020-12-07
15,"Quero Você do Jeito Que Quiser","Marília Mendonça",327966,https://open.spotify.com/track/64I6t2tuUGnIlaDIzHJ6YI,2020-12-07
16,"Tá Rocheda","Os Barões Da Pisadinha",317582,https://open.spotify.com/track/3dPvQLKl42dMYWV4LWRTLK,2020-12-07
17,"Oh Juliana",Niack,317571,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,2020-12-07
18,"Amor e Fé - Acústico","Hungria Hip Hop",314435,https://open.spotify.com/track/5ra6CI0pEzqjxPEZeBz0d7,2020-12-07
19,"Sogra - Ao Vivo",Dilsinho,306236,https://open.spotify.com/track/4zsiMjB0794HztyqUkD3Zi,2020-12-07
20,"Pulei na Piscina - Ao Vivo","Guilherme & Benuto",303227,https://open.spotify.com/track/1uA7fD01YlQr1Rm0oyNB4H,2020-12-07
